"tumor_size","tumor_stage","pam50_._claudin.low_subtype_Basal","pam50_._claudin.low_subtype_claudin-low","pam50_._claudin.low_subtype_Her2","pam50_._claudin.low_subtype_LumA","pam50_._claudin.low_subtype_LumB","pam50_._claudin.low_subtype_Normal","module"
5.82437613872217e-10,4.55694875233226e-11,1.77843240934162e-145,0.154053730204116,1.93856469297487e-14,2.56193088402277e-133,3.53438603661207e-14,6.54812631875824e-21,"MEblue"
0.00374026962917948,0.000338147780276838,6.13816043640484e-167,2.57785593460284e-73,3.09727693033177e-15,2.03982463557253e-102,1.11786464751639e-43,0.944788926403219,"MEturquoise"
0.19922838277854,0.0159309823055972,0.969505223390475,0.387927207239307,5.02049517138038e-05,0.40683444335113,1.28325774813899e-13,3.54789022927823e-06,"MEgreen"
0.350661713386275,0.88092989584435,3.33033043275949e-16,0.441898348575099,7.10854924819853e-20,2.73607502568602e-06,2.77810893981114e-12,0.740125697042098,"MEred"
0.00216437214989598,0.0195192395566322,0.0532636381694186,4.05021497617865e-106,2.49381282863323e-06,0.0403317087195184,3.22659147434613e-34,2.17985648908625e-13,"MEbrown"
0.000335115730315227,0.014035952957568,1.38362988188554e-19,1.0803699561071e-15,0.0742226943192867,3.77888934840704e-14,1.92847239062729e-21,5.07761673734192e-07,"MEyellow"
0.18660839605001,0.567606248332532,0.962282685917712,1.03787743463172e-10,1.28234470776015e-12,0.000145296034716089,4.20525261547407e-10,0.0370158437923009,"MEgrey"
